price;city;region;district;metro;address;area;floor;max_floor;rooms;url
5 599 000 ₽;Санкт-Петербург;р-н Фрунзенский;Георгиевский;м. Проспект Славы;улица Димитрова, 6К2;30;1;9;1;https://spb.cian.ru/sale/flat/326692542/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 500 000 ₽;Санкт-Петербург;р-н Красногвардейский;Полюстрово;м. Девяткино;дорога Муринская, 53;65;7;20;1/2 квартиры;https://spb.cian.ru/sale/flat/326773452/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 600 000 ₽;Санкт-Петербург;р-н Московский;Гагаринское;м. Московская;улица Орджоникидзе, 44а;15,3;7;24;Студия;https://spb.cian.ru/sale/flat/327315910/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 660 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Шушары;Московское шоссе, 246;41,8;11;12;1;https://spb.cian.ru/sale/flat/326429513/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 680 000 ₽;Санкт-Петербург;р-н Красносельский;Сосновая поляна;м. Юго-Западная;улица Пионерстроя, 18;30,3;4;9;1;https://spb.cian.ru/sale/flat/327109916/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 700 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;бульвар Алексея Толстого, 22;28,9;5;5;1;https://spb.cian.ru/sale/flat/301772218/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 770 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;улица Вячеслава Шишкова, 24;35,9;1;6;1;https://spb.cian.ru/sale/flat/324820228/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 800 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Купчино;Экспоград 2 ЖК, 4;21;2;4;Студия;https://spb.cian.ru/sale/flat/327417403/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 800 000 ₽;Санкт-Петербург;р-н Центральный;Владимирский;м. Звенигородская;улица Марата, 77;19;2;5;Студия;https://spb.cian.ru/sale/flat/326880681/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 800 000 ₽;Санкт-Петербург;р-н Приморский;Юнтолово;м. Комендантский проспект;улица Плесецкая, 10;22,9;18;24;Студия;https://spb.cian.ru/sale/flat/327286150/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 800 000 ₽;Санкт-Петербург;р-н Невский;Рыбацкое;м. Рыбацкое;Усть-Славянка тер., улица Славянская, 8;20,8;19;23;Студия;https://spb.cian.ru/sale/flat/327234747/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 800 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Металлострой;м. Рыбацкое;улица Богайчука, 8;31;1;5;1;https://spb.cian.ru/sale/flat/326555931/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 880 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Купчино;проспект Старорусский, 12;23;9;12;Студия;https://spb.cian.ru/sale/flat/326878194/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 950 000 ₽;Санкт-Петербург;р-н Московский;Пулковский меридиан;м. Звездная;улица Струве, 12к1;25,5;2;5;Студия;https://spb.cian.ru/sale/flat/326406877/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 900 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;бульвар Алексея Толстого, 28;32;1;9;1;https://spb.cian.ru/sale/flat/326325772/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 990 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Колпино;м. Шушары;улица Веры Слуцкой, 54;60;1;9;1;https://spb.cian.ru/sale/flat/324235147/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 950 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Железнодорожная улица, 68;31,3;5;5;1;https://spb.cian.ru/sale/flat/327122118/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 990 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Красносельское шоссе, 15;38,2;2;5;1;https://spb.cian.ru/sale/flat/321900441/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
5 900 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;Искровский проспект, 30;29,2;1;9;1;https://spb.cian.ru/sale/flat/323665707/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 000 000 ₽;Санкт-Петербург;р-н Красносельский;Сосновая поляна;м. Юго-Западная;проспект Ветеранов, 175к4;24,9;1;12;Студия;https://spb.cian.ru/sale/flat/325456625/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 100 000 ₽;Санкт-Петербург;р-н Центральный;Литейный;м. Чернышевская;улица Маяковского, 34/4;14;1;5;Студия;https://spb.cian.ru/sale/flat/326888758/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 100 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Купчино;проспект Старорусский, 13к1;32,4;10;12;1;https://spb.cian.ru/sale/flat/327134449/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 100 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Колпино;м. Шушары;улица Братьев Радченко, 25;35,3;6;12;1;https://spb.cian.ru/sale/flat/324736502/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 190 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Комендантский проспект;;21,4;9;12;Студия;https://spb.cian.ru/sale/flat/322180009/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 150 000 ₽;Санкт-Петербург;р-н Центральный;Владимирский;м. Владимирская;Большая Московская улица, 8/2;16,5;4;6;Студия;https://spb.cian.ru/sale/flat/326436293/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 250 000 ₽;Санкт-Петербург;р-н Выборгский;Светлановское;м. Площадь Мужества;Политехническая улица, 6;20,5;5;11;Студия;https://spb.cian.ru/sale/flat/324319373/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 200 000 ₽;Санкт-Петербург;р-н Московский;Новоизмайловское;м. Московская;Краснопутиловская улица, 74;31,4;2;5;1;https://spb.cian.ru/sale/flat/327179755/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 290 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Детскосельский бульвар, 5;36,9;3;10;1;https://spb.cian.ru/sale/flat/325177363/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 200 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Металлострой;м. Рыбацкое;Железнодорожная улица, 7;56,2;1;2;2;https://spb.cian.ru/sale/flat/325264813/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 200 000 ₽;Санкт-Петербург;р-н Выборгский;мкр. Парголово;Парнас;м. Парнас, Заречная улица, 13к4;27,34;3;25;Студия;https://spb.cian.ru/sale/flat/326117053/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 280 000 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;улица Антонова-Овсеенко, 5к1;25;6;16;Студия;https://spb.cian.ru/sale/flat/326075737/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 300 000 ₽;Санкт-Петербург;р-н Невский;Рыбацкое;м. Рыбацкое;Усть-Славянка тер., проспект Советский, 34к2;26,7;14;25;Студия;https://spb.cian.ru/sale/flat/324359136/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 300 000 ₽;Санкт-Петербург;р-н Красносельский;мкр. Красное Село;м. Юго-Западная;Красногородская улица, 19к1;35,9;3;9;2;https://spb.cian.ru/sale/flat/324213172/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 300 000 ₽;Санкт-Петербург;р-н Красносельский;мкр. Красное Село;м. Юго-Западная;улица Освобождения, 33к1;38,3;2;9;1;https://spb.cian.ru/sale/flat/327127293/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 390 000 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Чкаловская;Гатчинская улица, 2/54;19;2;6;Студия;https://spb.cian.ru/sale/flat/325920643/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 350 000 ₽;Санкт-Петербург;р-н Московский;Пулковский меридиан;м. Звездная;Пулковское шоссе, 105;34;3;7;1;https://spb.cian.ru/sale/flat/327395298/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 400 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Проспект Просвещения;шоссе Суздальское, 22к3;23,8;2;25;Студия;https://spb.cian.ru/sale/flat/324011500/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 400 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Екатерингофский;м. Балтийская;улица Шкапина, 42;18;2;7;Студия;https://spb.cian.ru/sale/flat/327321248/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 400 000 ₽;Санкт-Петербург;р-н Невский;Ивановский;м. Ломоносовская;улица Цимбалина, 44;45,3;5;5;2;https://spb.cian.ru/sale/flat/327032754/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 500 000 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;проспект Большевиков, 19;30,3;9;9;1;https://spb.cian.ru/sale/flat/326439233/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 500 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Комендантский проспект;Комендантский проспект, 66к3;25;19;26;Студия;https://spb.cian.ru/sale/flat/326564184/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 500 000 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;улица Лебедева;3;37;5;5;1;https://spb.cian.ru/sale/flat/327199505/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 700 000 ₽;Санкт-Петербург;р-н Центральный;Владимирский;м. Владимирская;улица Достоевского, 30;18;2;5;Студия;https://spb.cian.ru/sale/flat/327152276/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 700 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;улица Тельмана, 54;28,9;6;9;1;https://spb.cian.ru/sale/flat/324652099/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 699 900 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;улица Дыбенко, 22К1;33,5;2;9;1;https://spb.cian.ru/sale/flat/327028261/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 700 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Звездная;улица Чудовская, 14к1;23,6;5;12;Студия;https://spb.cian.ru/sale/flat/325227159/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 770 000 ₽;Санкт-Петербург;р-н Приморский;Юнтолово;м. Комендантский проспект;Планерная улица, 91к1;24,5;3;13;Студия;https://spb.cian.ru/sale/flat/324437343/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 800 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Шушары;Московское шоссе, 246;51,9;3;12;2;https://spb.cian.ru/sale/flat/325940294/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 800 000 ₽;Санкт-Петербург;р-н Красногвардейский;Большая Охта;м. Ладожская;проспект Энергетиков, 8к2;24,55;3;14;Студия;https://spb.cian.ru/sale/flat/326529072/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 800 000 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;улица Аммермана;30;42,4;1;5;2;https://spb.cian.ru/sale/flat/324529541/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 800 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Колпино;м. Шушары;улица Карла Маркса, 14а;52;2;3;2;https://spb.cian.ru/sale/flat/308681689/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 800 000 ₽;Санкт-Петербург;р-н Калининский;Северный;м. Гражданский проспект;проспект Луначарского, 80К4;46,7;9;10;2;https://spb.cian.ru/sale/flat/325542490/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 900 000 ₽;Санкт-Петербург;р-н Московский;Новоизмайловское;м. Московская;Краснопутиловская улица, 62;44,5;3;5;2;https://spb.cian.ru/sale/flat/327314276/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 900 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Детскосельский бульвар, 9;34,2;5;7;1;https://spb.cian.ru/sale/flat/322733274/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 940 000 ₽;Санкт-Петербург;р-н Приморский;Лахта-Ольгино;м. Беговая;проспект Гладышевский, 37к2;31,1;1;4;1;https://spb.cian.ru/sale/flat/324625583/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 950 000 ₽;Санкт-Петербург;р-н Невский;Невский;м. Проспект Большевиков;Дальневосточный проспект, 19к1;21,4;11;19;Студия;https://spb.cian.ru/sale/flat/324169723/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 950 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Комендантский проспект;Комендантский проспект, 67;23,8;17;25;Студия;https://spb.cian.ru/sale/flat/321926111/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 990 000 ₽;Санкт-Петербург;р-н Фрунзенский;№ 72;м. Международная;улица Турку, 12К2;30,6;6;9;1;https://spb.cian.ru/sale/flat/326160308/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 950 000 ₽;Санкт-Петербург;р-н Московский;Гагаринское;м. Московская;проспект Космонавтов, 29К4;44,4;1;5;2;https://spb.cian.ru/sale/flat/326307064/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 990 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;Октябрьская набережная, 44;24,9;21;23;Студия;https://spb.cian.ru/sale/flat/325861145/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 990 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;проспект Большевиков, уч3;41;4;24;2;https://spb.cian.ru/sale/flat/325087194/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 080 000 ₽;Санкт-Петербург;р-н Красносельский;Константиновское;м. Юго-Западная;2-я Комсомольская улица, 55;51,6;7;9;3;https://spb.cian.ru/sale/flat/327072050/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 000 000 ₽;Санкт-Петербург;р-н Приморский;Озеро Долгое;м. Старая Деревня;Полевая Сабировская улица, 45к1;22,8;6;22;Студия;https://spb.cian.ru/sale/flat/326432230/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 100 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;улица Вадима Шефнера, 10к1;21,8;11;18;Студия;https://spb.cian.ru/sale/flat/324967079/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 100 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Шушары;Детскосельский тер., шоссе Колпинское, 125;31,8;2;4;1;https://spb.cian.ru/sale/flat/323078133/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 200 000 ₽;Санкт-Петербург;р-н Приморский;Лахта-Ольгино;м. Беговая;проспект Гладышевский, 38к3;32,7;13;13;1;https://spb.cian.ru/sale/flat/326232010/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 150 000 ₽;Санкт-Петербург;р-н Кировский;Дачное;м. Проспект Ветеранов;проспект Ветеранов, 67К4;41,7;2;5;3;https://spb.cian.ru/sale/flat/317365585/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 150 000 ₽;Санкт-Петербург;р-н Выборгский;Светлановское;м. Удельная;проспект Тореза, 102К2;32,7;1;9;1;https://spb.cian.ru/sale/flat/320767322/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 250 000 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;улица Русановская, 16к1;34,8;15;24;1;https://spb.cian.ru/sale/flat/322880193/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 250 000 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;улица Русановская, 16к1;34,5;4;24;1;https://spb.cian.ru/sale/flat/322874562/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 252 100 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;бульвар Головнина, 10;23,5;6;20;Студия;https://spb.cian.ru/sale/flat/327192938/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 300 000 ₽;Санкт-Петербург;р-н Фрунзенский;№ 72;м. Проспект Славы;улица Турку, 28К1;45;2;5;2;https://spb.cian.ru/sale/flat/327438867/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 300 000 ₽;Санкт-Петербург;р-н Невский;Оккервиль;м. Улица Дыбенко;улица Коллонтай, 47К6;39,3;8;16;1;https://spb.cian.ru/sale/flat/327200850/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 300 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;бульвар Головнина, 10;23,4;5;20;Студия;https://spb.cian.ru/sale/flat/326762264/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 300 000 ₽;Санкт-Петербург;р-н Московский;Звёздное;м. Звездная;Пулковская улица, 8к4;25,3;1;25;Студия;https://spb.cian.ru/sale/flat/327333379/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 400 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Московское шоссе, 34;30;4;4;1;https://spb.cian.ru/sale/flat/326735886/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 400 000 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;Октябрьская набережная, 56;26,6;3;13;Студия;https://spb.cian.ru/sale/flat/325042781/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 400 000 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Выборгская;проспект Металлистов, 117;25;7;16;Студия;https://spb.cian.ru/sale/flat/327102161/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 460 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Озерки;Вербная улица, 18К1;40,01;8;12;1;https://spb.cian.ru/sale/flat/321577801/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 580 000 ₽;Санкт-Петербург;р-н Кировский;Дачное;м. Проспект Ветеранов;проспект Ветеранов, 36;42;4;9;2;https://spb.cian.ru/sale/flat/323662430/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 599 000 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;улица Архивная, 4;24,36;3;17;Студия;https://spb.cian.ru/sale/flat/326121909/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 590 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Проспект Просвещения;проспект Орлово-Денисовский, 18к1;25,75;11;12;Студия;https://spb.cian.ru/sale/flat/327025519/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Колпино;м. Шушары;бульвар Трудящихся, 39;45,6;6;9;2;https://spb.cian.ru/sale/flat/326350418/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Красносельский;мкр. Красное Село;м. Юго-Западная;Кингисеппское шоссе, 10к1;43,4;3;9;2;https://spb.cian.ru/sale/flat/327197277/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Калининский;Пискарёвка;м. Площадь Ленина;Кондратьевский проспект, 70к1;36;14;17;1;https://spb.cian.ru/sale/flat/324037941/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;Леонтьевская улица, 41;34;4;5;1;https://spb.cian.ru/sale/flat/325936502/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Озерки;улица Щербакова, 14К1;38,3;4;4;1;https://spb.cian.ru/sale/flat/327418436/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;улица Генерала Хазова, 26;29,5;2;5;1;https://spb.cian.ru/sale/flat/326955908/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 600 000 ₽;Санкт-Петербург;р-н Центральный;Владимирский;м. Владимирская;улица Марата, 40;17,2;3;5;Студия;https://spb.cian.ru/sale/flat/326906206/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 600 000 ₽;Санкт-Петербург;р-н Московский;Новоизмайловское;м. Парк Победы;Новоизмайловский проспект, 31;44,6;4;5;2;https://spb.cian.ru/sale/flat/326514583/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 600 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Шушары;Детскосельский тер., шоссе Колпинское, 12;34,2;3;4;1;https://spb.cian.ru/sale/flat/326775747/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 600 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Шушары;м. Шушары;Славянка тер., улица Галицкая, 3;52,6;5;5;2;https://spb.cian.ru/sale/flat/326630264/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 700 000 ₽;Санкт-Петербург;р-н Красногвардейский;Большая Охта;м. Ладожская;проспект Энергетиков, 32К2;45;3;5;2;https://spb.cian.ru/sale/flat/327327574/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 700 000 ₽;Санкт-Петербург;р-н Красносельский;Южно-Приморский;м. Юго-Западная;проспект Кузнецова, 17;50,6;2;12;2;https://spb.cian.ru/sale/flat/327314260/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 730 000 ₽;Санкт-Петербург;р-н Пушкинский;мкр. Пушкин;м. Купчино;улица Радищева, 25/14;43,7;1;3;1;https://spb.cian.ru/sale/flat/324217754/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 650 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Колпино;м. Шушары;Тверская улица, 38;57,3;1;9;3;https://spb.cian.ru/sale/flat/316125221/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 650 000 ₽;Санкт-Петербург;р-н Выборгский;Сосновское;м. Проспект Просвещения;улица Сантьяго-де-Куба, 6К2;46,1;9;9;2;https://spb.cian.ru/sale/flat/305721713/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 700 000 ₽;Санкт-Петербург;р-н Кировский;Ульянка;м. Юго-Западная;улица Козлова, 15К2;36,8;7;10;1;https://spb.cian.ru/sale/flat/326631372/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 650 000 ₽;Санкт-Петербург;р-н Колпинский;мкр. Колпино;м. Шушары;улица Веры Слуцкой, 89к2;45;7;9;2;https://spb.cian.ru/sale/flat/323786735/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 799 000 ₽;Санкт-Петербург;р-н Московский;Новоизмайловское;м. Ленинский проспект;1-й Предпортовый проезд, 1;23,6;6;12;Студия;https://spb.cian.ru/sale/flat/325363034/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 800 000 ₽;Санкт-Петербург;р-н Московский;Гагаринское;м. Московская;улица Орджоникидзе, 44а;25,8;6;26;Студия;https://spb.cian.ru/sale/flat/326236865/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 800 000 ₽;Санкт-Петербург;р-н Московский;Новоизмайловское;м. Московская;Варшавская улица, 43К1;35;7;9;1;https://spb.cian.ru/sale/flat/326722273/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 800 000 ₽;Санкт-Петербург;р-н Кировский;Дачное;м. Проспект Ветеранов;улица Лени Голикова, 7;44;1;9;2;https://spb.cian.ru/sale/flat/322490112/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 800 000 ₽;Санкт-Петербург;р-н Калининский;Северный;м. Гражданский проспект;улица Демьяна Бедного, 24к2;44,15;2;5;2;https://spb.cian.ru/sale/flat/326878692/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 900 000 ₽;Санкт-Петербург;р-н Красносельский;Горелово;м. Юго-Западная;улица Политрука Пасечника, 16;67,4;1;5;3;https://spb.cian.ru/sale/flat/326916335/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 950 000 ₽;Санкт-Петербург;р-н Выборгский;Шувалово-Озерки;м. Озерки;Выборгское шоссе, 7К1;37,2;10;13;1;https://spb.cian.ru/sale/flat/327236537/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 950 000 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Лесная;проспект Маршала Блюхера, 3к3;25,8;5;22;Студия;https://spb.cian.ru/sale/flat/325159479/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 900 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Комендантский проспект;Богатырский проспект, 51к1;34;1;17;1;https://spb.cian.ru/sale/flat/322935377/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
